File,Datetime,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Species Code,Common Name,Confidence
"SYNC/Cam09/2021-04-09/06 Camera 9 - 4-9-2021, 4.00.00am (4).mp4",2021-04-09 04:00:00,44.0,Spectrogram 1,1.0,159.0,162.0,150.0,12000.0,spotow,Spotted Towhee,0.1688
SYNC/Cam10/2020-05-22/UniFiVideo.Export.20200523.042001-20200522.211001/20200522.233000.JRNVR1Cam10.mp4,2020-05-22 16:30:00,2.0,Spectrogram 1,1.0,204.0,207.0,150.0,12000.0,lesgol,Lesser Goldfinch,0.7673
SYNC/Cam07/2020-05-23/UniFiVideo.Export.20200523.200001-20200523.071000/20200523.164000.JRNVR1Cam7.mp4,2020-05-23 09:40:00,119.0,Spectrogram 1,1.0,447.0,450.0,150.0,12000.0,yelrai,Yellow Rail,0.381
"SYNC/Cam07/2021-01-31/04 Camera 7 - 1-31-2021, 12.30.00am (3).mp4",2021-01-31 00:30:00,152.0,Spectrogram 1,1.0,486.0,489.0,150.0,12000.0,mallar3,Mallard,0.4646
"SYNC/Cam02/2021-04-01/10 Camera 2 - 4-1-2021, 6.10.00am (2).mp4",2021-04-01 06:10:00,320.0,Spectrogram 1,1.0,1647.0,1650.0,150.0,12000.0,orcwar,Orange-crowned Warbler,0.199
"SYNC/Cam02/2021-03-22/10 Camera 2 - 3-22-2021, 6.09.00am (4).mp4",2021-03-22 06:09:00,236.0,Spectrogram 1,1.0,1560.0,1563.0,150.0,12000.0,pinwar,Pine Warbler,0.111
"SYNC/Cam02/2021-03-01/10 Camera 2 - 3-1-2021, 6.23.00am.mp4",2021-03-01 06:23:00,212.0,Spectrogram 1,1.0,1023.0,1026.0,150.0,12000.0,eurwar2,River Warbler,0.188
SYNC/Cam01/2020-05-06/UniFiVideo.Export.20200507.024001-20200506.192001/20200507.020000.JRNVR1Cam1.mp4,2020-05-07 13:00:00,6.0,Spectrogram 1,1.0,48.0,51.0,150.0,12000.0,caltow,California Towhee,0.142
SYNC/Cam01/2020-09-20/UniFiVideo.Export.20200920.194001-20200920.131000/20200920.155001.JRNVR1Cam1.mp4,2020-09-20 08:50:01,92.0,Spectrogram 1,1.0,489.0,492.0,150.0,12000.0,houfin,House Finch,0.8466
SYNC/Cam10/2020-09-22/UniFiVideo.Export.20200922.194000-20200922.131001/20200922.181000.JRNVR1Cam10.mp4,2020-09-22 11:10:00,3.0,Spectrogram 1,1.0,90.0,93.0,150.0,12000.0,cowscj1,California Scrub-Jay,0.5553
"SYNC/Cam01/2021-04-20/09 Camera 1 - 4-20-2021, 6.01.00am - 1.mp4",2021-04-20 06:01:00,233.0,Spectrogram 1,1.0,1680.0,1683.0,150.0,12000.0,clcspa,Clay-colored Sparrow,0.4912
"SYNC/Cam07/2021-04-02/04 Camera 7 - 4-2-2021, 4.00.00am (5).mp4",2021-04-02 04:00:00,431.0,Spectrogram 1,1.0,2628.0,2631.0,150.0,12000.0,gowwar,Golden-winged Warbler,0.1014
"SYNC/Cam09/2021-03-04/06 Camera 9 - 3-4-2021, 4.00.00am (4).mp4",2021-03-04 04:00:00,228.0,Spectrogram 1,1.0,1833.0,1836.0,150.0,12000.0,spotow,Spotted Towhee,0.2939
scrubbed/Scrubbed_Files_01/marsh1/20170805/proc_marsh1_PST_D20170805T185201m000.wav,2017-08-05 18:52:01,3.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,cliswa,Cliff Swallow,0.1032
classified/upperlake1/20210829/proc_upperlake1_PST_D20210829T205543m359-Myyu.wav,2021-08-29 20:55:43,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.4973
scrubbed/Scrubbed_Files_01/lake2/20151224/proc_lake2_PST_D20151224T071059m512.wav,2015-12-24 07:10:59,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,comgal1,Common Gallinule,0.1591
scrubbed/Scrubbed_Files_03/lake1/20191029/proc_lake1_PST_D20191029T180316m222.wav,2019-10-29 18:03:16,2.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,cangoo,Canada Goose,0.168
"SYNC/Cam02/2021-02-26/10 Camera 2 - 2-26-2021, 6.25.00am.mp4",2021-02-26 06:25:00,105.0,Spectrogram 1,1.0,1251.0,1254.0,150.0,12000.0,eurwar2,River Warbler,0.1336
"SYNC/Cam07/2021-02-01/04 Camera 7 - 2-1-2021, 12.30.00am (5).mp4",2021-02-01 00:30:00,11.0,Spectrogram 1,1.0,60.0,63.0,150.0,12000.0,mallar3,Mallard,0.2112
"SYNC/Cam07/2021-03-25/04 Camera 7 - 3-25-2021, 4.00.00am (4).mp4",2021-03-25 04:00:00,395.0,Spectrogram 1,1.0,2562.0,2565.0,150.0,12000.0,rewbla,Red-winged Blackbird,0.2062
"SYNC/Cam07/2021-04-07/04 Camera 7 - 4-7-2021, 4.00.00am (2).mp4",2021-04-07 04:00:00,381.0,Spectrogram 1,1.0,2013.0,2016.0,150.0,12000.0,belkin1,Belted Kingfisher,0.762
classified/ridge1/20200217/proc_ridge1_PST_D20200217T181114m536.wav,2020-02-17 18:11:14,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,hoowar,Hooded Warbler,0.2543
"SYNC/Cam09/2021-04-25/06 Camera 9 - 4-25-2021, 4.00.00am - 16.mp4",2021-04-25 04:00:00,165.0,Spectrogram 1,1.0,999.0,1002.0,150.0,12000.0,acowoo,Acorn Woodpecker,0.1051
scrubbed/Scrubbed_Files_02/lake2/20171102/proc_lake2_PST_D20171102T090747m819.wav,2017-11-02 09:07:47,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,chbchi,Chestnut-backed Chickadee,0.1538
scrubbed/Scrubbed_Files_03/upperlake1/20200308/proc_upperlake1_PST_D20200308T183150m274.wav,2020-03-08 18:31:50,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.1062
SYNC/Cam10/2020-06-18/UniFiVideo.Export.20200619.042000-20200618.121000/20200619.032000.Cam10old.mp4,2020-06-18 20:20:00,48.0,Spectrogram 1,1.0,420.0,423.0,150.0,12000.0,vigswa,Violet-green Swallow,0.6014
scrubbed/Scrubbed_Files_03/lake2/20180618/proc_lake2_PST_D20180618T193434m067.wav,2018-06-18 19:34:34,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,sedwre1,Sedge Wren,0.1016
scrubbed/Scrubbed_Files_02/lake1/20171018/proc_lake1_PST_D20171018T064021m427.wav,2017-10-18 06:40:21,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,blkpho,Black Phoebe,0.806
"SYNC/Cam07/2021-04-23/04 Camera 7 - 4-23-2021, 4.00.00am - 14.mp4",2021-04-23 04:00:00,347.0,Spectrogram 1,1.0,2916.0,2919.0,150.0,12000.0,wilfly,Willow Flycatcher,0.1013
SYNC/Cam10/2021-02-07/UniFiVideo.Export.20210207.181001-20210207.142000/20210207.160001.JRNVR1Cam10.mp4,2021-02-07 09:00:01,5.0,Spectrogram 1,1.0,141.0,144.0,150.0,12000.0,lesgol,Lesser Goldfinch,0.1227
SYNC/Cam09/2020-06-02/UniFiVideo.Export.20200602.200000-20200602.071000/20200602.185001.JRNVR1Cam9.mp4,2020-06-02 11:50:01,45.0,Spectrogram 1,1.0,408.0,411.0,150.0,12000.0,cliswa,Cliff Swallow,0.5934
SYNC/Cam01/2020-12-15/UniFiVideo.Export.20201215.171000-20201215.142000/20201215.154000.JRNVR1Cam1.mp4,2020-12-15 08:40:00,55.0,Spectrogram 1,1.0,483.0,486.0,150.0,12000.0,eurgol,European Goldfinch,0.1052
"SYNC/Cam07/2021-04-26/04 Camera 7 - 4-26-2021, 4.00.00am - 6.mp4",2021-04-26 04:00:00,102.0,Spectrogram 1,1.0,480.0,483.0,150.0,12000.0,leabit,Least Bittern,0.1334
scrubbed/Scrubbed_Files_01/lake1/20160922/proc_lake1_PST_D20160922T021618m363.wav,2016-09-22 02:16:18,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,cangoo,Canada Goose,0.7283
"SYNC/Cam09/2021-04-05/06 Camera 9 - 4-5-2021, 4.00.00am (14).mp4",2021-04-05 04:00:00,225.0,Spectrogram 1,1.0,2397.0,2400.0,150.0,12000.0,chispa,Chipping Sparrow,0.1022
scrubbed/Scrubbed_Files_02/lake2/20171023/proc_lake2_PST_D20171023T045240m574.wav,2017-10-23 04:52:40,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.2575
"SYNC/Cam07/2021-02-01/04 Camera 7 - 2-1-2021, 12.30.00am (5).mp4",2021-02-01 00:30:00,880.0,Spectrogram 1,1.0,3498.0,3501.0,150.0,12000.0,mallar3,Mallard,0.3451
"SYNC/Cam07/2021-01-30/04 Camera 7 - 1-30-2021, 12.30.00am (11).mp4",2021-01-30 00:30:00,387.0,Spectrogram 1,1.0,2307.0,2310.0,150.0,12000.0,blkpho,Black Phoebe,0.1234
SYNC/Cam02/2021-02-07/UniFiVideo.Export.20210207.181000-20210207.143001/20210207.175000.JRNVR1Cam2.mp4,2021-02-07 10:50:00,142.0,Spectrogram 1,1.0,519.0,522.0,150.0,12000.0,larspa,Lark Sparrow,0.1718
"SYNC/Cam09/2021-03-24/06 Camera 9 - 3-24-2021, 4.00.00am (5).mp4",2021-03-24 04:00:00,416.0,Spectrogram 1,1.0,2007.0,2010.0,150.0,12000.0,cowscj1,California Scrub-Jay,0.7689
"SYNC/Cam09/2021-03-24/06 Camera 9 - 3-24-2021, 4.00.00am (3).mp4",2021-03-24 04:00:00,141.0,Spectrogram 1,1.0,1176.0,1179.0,150.0,12000.0,amerob,American Robin,0.2524
scrubbed/Scrubbed_Files_01/lake1/20160616/proc_lake1_PST_D20160616T185457m343.wav,2016-06-16 18:54:57,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,blkpho,Black Phoebe,0.2748
"SYNC/Cam02/2021-02-12/10 Camera 2 - 2-12-2021, 6.30.00am (1).mp4",2021-02-12 06:30:00,747.0,Spectrogram 1,1.0,3402.0,3405.0,150.0,12000.0,bkcspa,Black-chinned Sparrow,0.1276
SYNC/Cam10/2020-04-25/UniFiVideo.Export.20200425.191001-20200425.132001/20200425.152001.JRNVR1Cam10.mp4,2020-04-25 08:20:01,120.0,Spectrogram 1,1.0,423.0,426.0,150.0,12000.0,wesblu,Western Bluebird,0.9019
"SYNC/Cam09/2021-04-10/06 Camera 9 - 4-10-2021, 4.00.00am (13).mp4",2021-04-10 04:00:00,193.0,Spectrogram 1,1.0,762.0,765.0,150.0,12000.0,blkpho,Black Phoebe,0.2528
"SYNC/Cam07/2021-04-16/04 Camera 7 - 4-16-2021, 4.00.00am.mp4",2021-04-16 04:00:00,9.0,Spectrogram 1,1.0,852.0,855.0,150.0,12000.0,tunswa,Tundra Swan,0.3563
SYNC/Cam10/2020-11-19/UniFiVideo.Export.20201119.171000-20201119.142000/20201119.161000.JRNVR1Cam10.mp4,2020-11-19 09:10:00,50.0,Spectrogram 1,1.0,462.0,465.0,150.0,12000.0,baleag,Bald Eagle,0.1251
scrubbed/Scrubbed_Files_04/marsh1/20210401/proc_marsh1_PST_D20210401T175750m086.wav,2021-04-01 17:57:50,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,rewbla,Red-winged Blackbird,0.2656
scrubbed/Scrubbed_Files_01/lake2/20140604/proc_lake2_PST_D20140604T223221m253.wav,2014-06-04 22:32:21,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,gadwal,Gadwall,0.4615
"SYNC/Cam02/2021-04-22/10 Camera 2 - 4-22-2021, 6.11.00am (3).mp4",2021-04-22 06:11:00,137.0,Spectrogram 1,1.0,3336.0,3339.0,150.0,12000.0,hamfly,Hammond's Flycatcher,0.1046
"SYNC/Cam02/2021-04-25/10 Camera 2 - 4-25-2021, 6.10.00am.mp4",2021-04-25 06:10:00,384.0,Spectrogram 1,1.0,1974.0,1977.0,150.0,12000.0,normoc,Northern Mockingbird,0.3231
"SYNC/Cam01/2021-04-15/09 Camera 1 - 4-15-2021, 6.01.00am (3).mp4",2021-04-15 06:01:00,310.0,Spectrogram 1,1.0,1026.0,1029.0,150.0,12000.0,vigswa,Violet-green Swallow,0.8096
"SYNC/Cam02/2021-03-02/10 Camera 2 - 3-2-2021, 6.23.00am.mp4",2021-03-02 06:23:00,75.0,Spectrogram 1,1.0,612.0,615.0,150.0,12000.0,wrenti,Wrentit,0.2042
scrubbed/Scrubbed_Files_01/lake2/20161110/proc_lake2_PST_D20161110T060519m734.wav,2016-11-10 06:05:19,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.1565
SYNC/Cam07/2020-05-22/UniFiVideo.Export.20200523.065000-20200522.202000/20200522.211002.JRNVR1Cam7.mp4,2020-05-22 14:10:02,78.0,Spectrogram 1,1.0,321.0,324.0,150.0,12000.0,comgal1,Common Gallinule,0.1347
SYNC/Cam07/2020-05-04/UniFiVideo.Export.20200504.191001-20200505.051818/20200504.215001.JRNVR1Cam7.mp4,2020-05-04 14:50:01,64.0,Spectrogram 1,1.0,531.0,534.0,150.0,12000.0,leabit,Least Bittern,0.106
"SYNC/Cam02/2021-04-18/10 Camera 2 - 4-18-2021, 6.10.00am (7).mp4",2021-04-18 06:10:00,293.0,Spectrogram 1,1.0,2217.0,2220.0,150.0,12000.0,bacspa,Bachman's Sparrow,0.8715
SYNC/Cam02/2020-05-08/UniFiVideo.Export.20200509.024000-20200508.141000/20200508.180000.JRNVR1Cam2.mp4,2020-05-08 11:00:00,57.0,Spectrogram 1,1.0,411.0,414.0,150.0,12000.0,reebun,Reed Bunting,0.1528
SYNC/Cam10/2020-06-26/UniFiVideo.Export.20200627.042001-20200626.172000/20200627.035001.Cam10old.mp4,2020-06-26 20:50:01,66.0,Spectrogram 1,1.0,366.0,369.0,150.0,12000.0,brnowl,Barn Owl,0.1563
"SYNC/Cam09/2021-04-02/06 Camera 9 - 4-2-2021, 4.00.00am (12).mp4",2021-04-02 04:00:00,347.0,Spectrogram 1,1.0,1818.0,1821.0,150.0,12000.0,wiltur,Wild Turkey,0.9825
"SYNC/Cam07/2021-04-05/04 Camera 7 - 4-5-2021, 4.00.00am (14).mp4",2021-04-05 04:00:00,33.0,Spectrogram 1,1.0,216.0,219.0,150.0,12000.0,grnher,Green Heron,0.151
"SYNC/Cam09/2021-02-10/06 Camera 9 - 2-10-2021, 4.00.00am (6).mp4",2021-02-10 04:00:00,87.0,Spectrogram 1,1.0,783.0,786.0,150.0,12000.0,easmea,Eastern Meadowlark,0.1513
SYNC/Cam09/2020-08-20/UniFiVideo.Export.20200820.205000-20200820.125000/20200820.203000.JRNVR1Cam9.mp4,2020-08-20 13:30:00,169.0,Spectrogram 1,1.0,423.0,426.0,150.0,12000.0,cowscj1,California Scrub-Jay,0.7217
SYNC/Cam01/2020-11-21/UniFiVideo.Export.20201121.171001-20201121.142000/20201121.144000.JRNVR1Cam1.mp4,2020-11-21 07:40:00,50.0,Spectrogram 1,1.0,594.0,597.0,150.0,12000.0,comros,Common Rosefinch,0.6549
SYNC/Cam10/2020-05-14/UniFiVideo.Export.20200514.202000-20200514.131001/20200514.190001.JRNVR1Cam10.mp4,2020-05-14 12:00:01,33.0,Spectrogram 1,1.0,78.0,81.0,150.0,12000.0,caltow,California Towhee,0.5678
SYNC/Cam10/2020-05-01/UniFiVideo.Export.20200502.024001-20200501.132000/20200501.150001.JRNVR1Cam10.mp4,2020-05-01 08:00:01,183.0,Spectrogram 1,1.0,492.0,495.0,150.0,12000.0,vigswa,Violet-green Swallow,0.9123
scrubbed/Scrubbed_Files_01/marsh2/20131006/proc_marsh2_D20131006T173852m922.wav,2013-10-06 17:38:52,2.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,acowoo,Acorn Woodpecker,0.4486
"SYNC/Cam10/2021-03-06/11 Camera 10 - 3-6-2021, 6.12.00am.mp4",2021-03-06 06:12:00,264.0,Spectrogram 1,1.0,2880.0,2883.0,150.0,12000.0,spocra1,Spotted Crake,0.2116
"SYNC/Cam04/2021-03-18/07 Camera 4 - 3-18-2021, 7.19.00am (10).mp4",2021-03-18 07:19:00,1.0,Spectrogram 1,1.0,375.0,378.0,150.0,12000.0,yelrai,Yellow Rail,0.1764
scrubbed/Scrubbed_Files_01/lake2/20131109/proc_lake2_PST_D20131109T194400m062.wav,2013-11-09 19:44:00,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,comgol,Common Goldeneye,0.4177
SYNC/Cam09/2020-08-03/UniFiVideo.Export.20200803.214000-20200803.134000/20200803.213000.JRNVR1Cam9.mp4,2020-08-03 14:30:00,2.0,Spectrogram 1,1.0,453.0,456.0,150.0,12000.0,litter1,Little Tern,0.1814
"SYNC/Cam02/2021-02-10/10 Camera 2 - 2-10-2021, 6.30.00am (2).mp4",2021-02-10 06:30:00,109.0,Spectrogram 1,1.0,642.0,645.0,150.0,12000.0,bkcspa,Black-chinned Sparrow,0.4235
scrubbed/Scrubbed_Files_01/lake2/20130702/proc_lake2_D20130702T053315m696.wav,2013-07-02 05:33:15,4.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,whwcro,White-winged Crossbill,0.1036
"SYNC/Cam07/2021-03-03/04 Camera 7 - 3-3-2021, 4.00.00am (5).mp4",2021-03-03 04:00:00,363.0,Spectrogram 1,1.0,3009.0,3012.0,150.0,12000.0,mallar3,Mallard,0.8063
"SYNC/Cam02/2021-03-22/10 Camera 2 - 3-22-2021, 6.09.00am (3).mp4",2021-03-22 06:09:00,55.0,Spectrogram 1,1.0,255.0,258.0,150.0,12000.0,bewwre,Bewick's Wren,0.1178
scrubbed/Scrubbed_Files_01/lake2/20140607/proc_lake2_PST_D20140607T180802m979.wav,2014-06-07 18:08:02,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,canwar,Canada Warbler,0.3015
scrubbed/Scrubbed_Files_03/ridge1/20200528/proc_ridge1_PST_D20200528T193026m921.wav,2020-05-28 19:30:26,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,wrenti,Wrentit,0.1069
"SYNC/Cam01/2021-04-19/09 Camera 1 - 4-19-2021, 6.02.00am - 5.mp4",2021-04-19 06:02:00,329.0,Spectrogram 1,1.0,2682.0,2685.0,150.0,12000.0,orcwar,Orange-crowned Warbler,0.129
"SYNC/Cam07/2021-03-12/04 Camera 7 - 3-12-2021, 4.00.00am (3).mp4",2021-03-12 04:00:00,226.0,Spectrogram 1,1.0,1332.0,1335.0,150.0,12000.0,lesgol,Lesser Goldfinch,0.1004
SYNC/Cam09/2020-07-16/UniFiVideo.Export.20200716.205001-20200716.125001/20200716.201001.JRNVR1Cam9.mp4,2020-07-16 13:10:01,13.0,Spectrogram 1,1.0,351.0,354.0,150.0,12000.0,rethaw,Red-tailed Hawk,0.4874
SYNC/Cam10/2021-02-06/UniFiVideo.Export.20210206.181000-20210206.142000/20210206.181000.JRNVR1Cam10.mp4,2021-02-06 11:10:00,33.0,Spectrogram 1,1.0,84.0,87.0,150.0,12000.0,cowscj1,California Scrub-Jay,0.4799
"SYNC/Cam07/2021-04-26/04 Camera 7 - 4-26-2021, 4.00.00am - 9.mp4",2021-04-26 04:00:00,339.0,Spectrogram 1,1.0,2451.0,2454.0,150.0,12000.0,comnig,Common Nighthawk,0.1922
scrubbed/Scrubbed_Files_01/lake2/20150607/proc_lake2_PST_D20150607T233740m719.wav,2015-06-07 23:37:40,2.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,rengre,Red-necked Grebe,0.4526
SYNC/Cam10/2020-05-28/UniFiVideo.Export.20200529.042000-20200528.211000/20200529.033000.Cam10old.mp4,2020-05-28 20:30:00,110.0,Spectrogram 1,1.0,420.0,423.0,150.0,12000.0,caltow,California Towhee,0.6
SYNC/Cam07/2020-05-17/UniFiVideo.Export.20200518.065001-20200517.211001/20200517.222001.JRNVR1Cam7.mp4,2020-05-17 15:20:01,21.0,Spectrogram 1,1.0,135.0,138.0,150.0,12000.0,puaioh,Puaiohi,0.2081
SYNC/Cam09/2020-08-06/UniFiVideo.Export.20200806.200001-20200806.120000/20200806.192001.JRNVR1Cam9.mp4,2020-08-06 12:20:01,6.0,Spectrogram 1,1.0,459.0,462.0,150.0,12000.0,houfin,House Finch,0.1734
"SYNC/Cam10/2021-03-20/11 Camera 10 - 3-20-2021, 5.57.00am (11).mp4",2021-03-20 05:57:00,59.0,Spectrogram 1,1.0,1044.0,1047.0,150.0,12000.0,easmea,Eastern Meadowlark,0.1245
scrubbed/Scrubbed_Files_01/marsh2/20130616/proc_marsh2_D20130616T234317m573.wav,2013-06-16 23:43:17,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mastit1,Masked Tityra,0.1321
"SYNC/Cam01/2021-02-20/09 Camera 1 - 2-20-2021, 6.20.00am (5).mp4",2021-02-20 06:20:00,351.0,Spectrogram 1,1.0,2277.0,2280.0,150.0,12000.0,caltow,California Towhee,0.1203
"SYNC/Cam09/2021-04-02/06 Camera 9 - 4-2-2021, 4.00.00am (4).mp4",2021-04-02 04:00:00,424.0,Spectrogram 1,1.0,2538.0,2541.0,150.0,12000.0,caltow,California Towhee,0.2084
"SYNC/Cam09/2021-04-01/06 Camera 9 - 4-1-2021, 4.00.00am (6).mp4",2021-04-01 04:00:00,435.0,Spectrogram 1,1.0,2556.0,2559.0,150.0,12000.0,lesgol,Lesser Goldfinch,0.1329
scrubbed/Scrubbed_Files_03/lake1/20201020/proc_lake1_PST_D20201020T065729m323.wav,2020-10-20 06:57:29,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,blkpho,Black Phoebe,0.6082
SYNC/Cam02/2020-09-13/UniFiVideo.Export.20200914.032000-20200913.131000/20200914.021000.JRNVR1Cam2.mp4,2020-09-14 14:00:00,8.0,Spectrogram 1,1.0,273.0,276.0,150.0,12000.0,euroys1,Eurasian Oystercatcher,0.4799
"SYNC/Cam07/2021-02-05/04 Camera 7 - 2-5-2021, 12.30.00am (11).mp4",2021-02-05 00:30:00,119.0,Spectrogram 1,1.0,1374.0,1377.0,150.0,12000.0,ambduc,American Black Duck,0.1676
"SYNC/Cam07/2021-02-08/04 Camera 7 - 2-8-2021, 12.30.00am (12).mp4",2021-02-08 00:30:00,152.0,Spectrogram 1,1.0,1551.0,1554.0,150.0,12000.0,blkpho,Black Phoebe,0.3806
scrubbed/Scrubbed_Files_01/marsh2/20140606/proc_marsh2_PST_D20140606T191907m195.wav,2014-06-06 19:19:07,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,vigswa,Violet-green Swallow,0.513
SYNC/Cam02/2020-05-15/UniFiVideo.Export.20200516.030000-20200515.141001/20200516.025000.JRNVR1Cam2.mp4,2020-05-15 19:50:00,24.0,Spectrogram 1,1.0,342.0,345.0,150.0,12000.0,wrenti,Wrentit,0.9911
"SYNC/Cam10/2021-03-23/11 Camera 10 - 3-23-2021, 5.57.00am.mp4",2021-03-23 05:57:00,159.0,Spectrogram 1,1.0,2430.0,2433.0,150.0,12000.0,spotow,Spotted Towhee,0.9355
"SYNC/Cam02/2021-04-14/10 Camera 2 - 4-14-2021, 6.10.00am (2).mp4",2021-04-14 06:10:00,245.0,Spectrogram 1,1.0,1251.0,1254.0,150.0,12000.0,amtspa,American Tree Sparrow,0.1066
scrubbed/Scrubbed_Files_03/lake2/20180722/proc_lake2_PST_D20180722T004450m554.wav,2018-07-22 00:44:50,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,rook1,Rook,0.1824
classified/upperlake1/20171008/proc_upperlake1_PST_D20171008T180327m648.wav,2017-10-08 18:03:27,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,bushti,Bushtit,0.1718
"SYNC/Cam09/2021-03-06/06 Camera 9 - 3-6-2021, 4.00.00am (1).mp4",2021-03-06 04:00:00,12.0,Spectrogram 1,1.0,1188.0,1191.0,150.0,12000.0,grhowl,Great Horned Owl,0.5712
scrubbed/Scrubbed_Files_03/ridge1/20200303/proc_ridge1_PST_D20200303T064351m743.wav,2020-03-03 06:43:51,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,varthr,Varied Thrush,0.1135
scrubbed/Scrubbed_Files_02/marsh1/20171022/proc_marsh1_PST_D20171022T054309m189.wav,2017-10-22 05:43:09,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.3031
"SYNC/Cam02/2021-04-26/10 Camera 2 - 4-26-2021, 6.10.00am.mp4",2021-04-26 06:10:00,228.0,Spectrogram 1,1.0,1062.0,1065.0,150.0,12000.0,wrenti,Wrentit,0.8419
"SYNC/Cam07/2021-02-01/04 Camera 7 - 2-1-2021, 12.30.00am (4).mp4",2021-02-01 00:30:00,107.0,Spectrogram 1,1.0,801.0,804.0,150.0,12000.0,mallar3,Mallard,0.4402
scrubbed/Scrubbed_Files_04/marsh1/20211128/proc_marsh1_PST_D20211128T055935m674.wav,2021-11-28 05:59:35,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.1196
"SYNC/Cam07/2021-02-02/04 Camera 7 - 2-2-2021, 12.30.00am (6).mp4",2021-02-02 00:30:00,498.0,Spectrogram 1,1.0,3048.0,3051.0,150.0,12000.0,blkpho,Black Phoebe,0.3617
SYNC/Cam02/2020-11-19/UniFiVideo.Export.20201119.171001-20201119.143001/20201119.153000.JRNVR1Cam2.mp4,2020-11-19 08:30:00,45.0,Spectrogram 1,1.0,450.0,453.0,150.0,12000.0,yerwar,Yellow-rumped Warbler,0.1518
SYNC/Cam02/2020-06-02/UniFiVideo.Export.20200603.042000-20200602.121001/20200603.031000.JRNVR1Cam2.mp4,2020-06-02 20:10:00,77.0,Spectrogram 1,1.0,195.0,198.0,150.0,12000.0,spotow,Spotted Towhee,0.1795
SYNC/Cam07/2020-05-09/UniFiVideo.Export.20200509.230000-20200509.071000/20200509.224001.JRNVR1Cam7.mp4,2020-05-09 15:40:01,3.0,Spectrogram 1,1.0,30.0,33.0,150.0,12000.0,wrenti,Wrentit,0.1784
SYNC/Cam10/2020-05-02/UniFiVideo.Export.20200503.024001-20200502.132001/20200502.162000.JRNVR1Cam10.mp4,2020-05-02 09:20:00,31.0,Spectrogram 1,1.0,150.0,153.0,150.0,12000.0,vigswa,Violet-green Swallow,0.4358
SYNC/Cam02/2021-01-09/UniFiVideo.Export.20210109.172000-20210109.143001/20210109.150001.JRNVR1Cam2.mp4,2021-01-09 08:00:01,62.0,Spectrogram 1,1.0,339.0,342.0,150.0,12000.0,flaowl,Flammulated Owl,0.4029
scrubbed/Scrubbed_Files_01/lake1/20161120/proc_lake1_PST_D20161120T202309m822.wav,2016-11-20 20:23:09,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.1115
"SYNC/Cam02/2021-03-03/10 Camera 2 - 3-3-2021, 6.23.00am (4).mp4",2021-03-03 06:23:00,277.0,Spectrogram 1,1.0,2094.0,2097.0,150.0,12000.0,bewwre,Bewick's Wren,0.1103
scrubbed/Scrubbed_Files_03/lake1/20200605/proc_lake1_PST_D20200605T181351m405.wav,2020-06-05 18:13:51,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,wrenti,Wrentit,0.951
scrubbed/Scrubbed_Files_01/marsh2/20140629/proc_marsh2_PST_D20140629T035539m981.wav,2014-06-29 03:55:39,2.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,eurgol,European Goldfinch,0.1814
