File,Datetime,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Species Code,Common Name,Confidence
"SYNC/Cam02/2021-03-06/10 Camera 2 - 3-6-2021, 6.23.00am (2).mp4",2021-03-06 06:23:00,265.0,Spectrogram 1,1.0,1467.0,1470.0,150.0,12000.0,palwar,Palm Warbler,0.1062
scrubbed/Scrubbed_Files_01/marsh1/20170419/proc_marsh1_PST_D20170419T034626m560.wav,2017-04-19 03:46:26,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,barswa,Barn Swallow,0.7056
scrubbed/Scrubbed_Files_03/lake1/20190821/proc_lake1_PST_D20190821T004653m688.wav,2019-08-21 00:46:53,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.3076
"SYNC/Cam09/2021-04-24/06 Camera 9 - 4-24-2021, 4.00.00am - 10.mp4",2021-04-24 04:00:00,63.0,Spectrogram 1,1.0,2589.0,2592.0,150.0,12000.0,kinrai4,King Rail,0.1322
SYNC/Cam09/2020-06-26/UniFiVideo.Export.20200626.200000-20200626.184001/20200626.193000.JRNVR1Cam9.mp4,2020-06-26 12:30:00,126.0,Spectrogram 1,1.0,582.0,585.0,150.0,12000.0,easmea,Eastern Meadowlark,0.1298
scrubbed/Scrubbed_Files_01/marsh1/20170611/proc_marsh1_PST_D20170611T023847m293.wav,2017-06-11 02:38:47,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,grbher3,Great Blue Heron,0.3841
SYNC/Cam02/2020-07-14/UniFiVideo.Export.20200714.165000-20200714.121001/20200714.145000.JRNVR1Cam2.mp4,2020-07-14 07:50:00,22.0,Spectrogram 1,1.0,171.0,174.0,150.0,12000.0,warvir,Warbling Vireo,0.1313
scrubbed/Scrubbed_Files_01/marsh2/20140707/proc_marsh2_PST_D20140707T045510m317.wav,2014-07-07 04:55:10,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,corfly,Cordilleran Flycatcher,0.1617
SYNC/Cam07/2020-04-27/UniFiVideo.Export.20200427.134001-20200427.071000/20200427.133001.JRNVR1Cam7.mp4,2020-04-27 06:30:01,46.0,Spectrogram 1,1.0,354.0,357.0,150.0,12000.0,wilfly,Willow Flycatcher,0.1073
SYNC/Cam04/2020-08-18/UniFiVideo.Export.20200819.042001-20200818.121000/20200819.033001.JRNVR1Cam4.mp4,2020-08-18 20:30:01,58.0,Spectrogram 1,1.0,465.0,468.0,150.0,12000.0,easowl1,Eastern Screech-Owl,0.1559
scrubbed/Scrubbed_Files_02/lake1/20171114/proc_lake1_PST_D20171114T060603m340.wav,2017-11-14 06:06:03,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.2046
classified/lake2/20180427/proc_lake2_PST_D20180427T213446m148.wav,2018-04-27 21:34:46,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,barpet,Band-rumped Storm-Petrel,0.1826
"SYNC/Cam07/2021-01-31/04 Camera 7 - 1-31-2021, 12.30.00am (12).mp4",2021-01-31 00:30:00,408.0,Spectrogram 1,1.0,3537.0,3540.0,150.0,12000.0,pygnut,Pygmy Nuthatch,0.3112
SYNC/Cam09/2020-08-26/UniFiVideo.Export.20200826.210000-20200826.121000/20200826.201000.JRNVR1Cam9.mp4,2020-08-26 13:10:00,25.0,Spectrogram 1,1.0,546.0,549.0,150.0,12000.0,cliswa,Cliff Swallow,0.1698
"SYNC/Cam09/2021-03-26/06 Camera 9 - 3-26-2021, 4.00.00am (14).mp4",2021-03-26 04:00:00,639.0,Spectrogram 1,1.0,3576.0,3579.0,150.0,12000.0,harspa,Harris's Sparrow,0.3887
SYNC/Cam07/2020-05-20/UniFiVideo.Export.20200520.210000-20200520.071000/20200520.141001.JRNVR1Cam7.mp4,2020-05-20 07:10:01,7.0,Spectrogram 1,1.0,60.0,63.0,150.0,12000.0,amebit,American Bittern,0.1713
SYNC/Cam10/2020-11-01/UniFiVideo.Export.20201101.174001-20201101.141000/20201101.164000.JRNVR1Cam10.mp4,2020-11-01 09:40:00,29.0,Spectrogram 1,1.0,345.0,348.0,150.0,12000.0,caltow,California Towhee,0.1984
"SYNC/Cam01/2021-02-21/09 Camera 1 - 2-21-2021, 6.20.00am (1).mp4",2021-02-21 06:20:00,354.0,Spectrogram 1,1.0,3123.0,3126.0,150.0,12000.0,houfin,House Finch,0.112
scrubbed/Scrubbed_Files_03/lake1/20180402/proc_lake1_PST_D20180402T181308m154.wav,2018-04-02 18:13:08,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,rewbla,Red-winged Blackbird,0.3528
classified/ridge1/20200608/proc_ridge1_PST_D20200608T193849m983.wav,2020-06-08 19:38:49,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,fiscro,Fish Crow,0.143
classified/upperlake1/20191024/proc_upperlake1_PST_D20191024T211714m532.wav,2019-10-24 21:17:14,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.1874
"SYNC/Cam01/2021-04-19/09 Camera 1 - 4-19-2021, 6.02.00am - 7.mp4",2021-04-19 06:02:00,400.0,Spectrogram 1,1.0,2940.0,2943.0,150.0,12000.0,lesgol,Lesser Goldfinch,0.1855
SYNC/Cam07/2020-05-07/UniFiVideo.Export.20200507.233001-20200507.071000/20200507.120000.JRNVR1Cam7.mp4,2020-05-07 05:00:00,27.0,Spectrogram 1,1.0,144.0,147.0,150.0,12000.0,treswa,Tree Swallow,0.1909
classified/upperlake1/20210413/proc_upperlake1_PST_D20210413T061952m854.wav,2021-04-13 06:19:52,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,comyel,Common Yellowthroat,0.239
SYNC/Cam10/2021-02-06/UniFiVideo.Export.20210206.181000-20210206.142000/20210206.172000.JRNVR1Cam10.mp4,2021-02-06 10:20:00,38.0,Spectrogram 1,1.0,510.0,513.0,150.0,12000.0,eurdot,Eurasian Dotterel,0.3243
"SYNC/Cam09/2021-03-21/06 Camera 9 - 3-21-2021, 4.00.00am (10).mp4",2021-03-21 04:00:00,147.0,Spectrogram 1,1.0,3504.0,3507.0,150.0,12000.0,gryfly,Gray Flycatcher,0.4624
scrubbed/Scrubbed_Files_01/marsh1/20170624/proc_marsh1_PST_D20170624T184546m134.wav,2017-06-24 18:45:46,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,canwar,Canada Warbler,0.158
scrubbed/Scrubbed_Files_03/marsh1/20190725/proc_marsh1_PST_D20190725T042118m387.wav,2019-07-25 04:21:18,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,barswa,Barn Swallow,0.6098
"SYNC/Cam07/2021-03-22/04 Camera 7 - 3-22-2021, 4.00.00am (11).mp4",2021-03-22 04:00:00,255.0,Spectrogram 1,1.0,3105.0,3108.0,150.0,12000.0,comyel,Common Yellowthroat,0.2034
"SYNC/Cam02/2021-04-07/10 Camera 2 - 4-7-2021, 6.10.00am.mp4",2021-04-07 06:10:00,198.0,Spectrogram 1,1.0,891.0,894.0,150.0,12000.0,wrenti,Wrentit,0.363
SYNC/Cam07/2020-06-13/UniFiVideo.Export.20200613.202001-20200613.070426/20200613.202001.JRNVR1Cam7.mp4,2020-06-13 13:20:01,75.0,Spectrogram 1,1.0,240.0,243.0,150.0,12000.0,cliswa,Cliff Swallow,0.9452
SYNC/Cam01/2020-06-04/UniFiVideo.Export.20200604.201001-20200604.131000/20200604.194001.JRNVR1Cam1.mp4,2020-06-04 12:40:01,41.0,Spectrogram 1,1.0,117.0,120.0,150.0,12000.0,amekes,American Kestrel,0.17
SYNC/Cam07/2020-05-19/UniFiVideo.Export.20200519.223001-20200519.071000/20200519.144000.JRNVR1Cam7.mp4,2020-05-19 07:40:00,125.0,Spectrogram 1,1.0,540.0,543.0,150.0,12000.0,warvir,Warbling Vireo,0.1334
"SYNC/Cam01/2021-04-26/09 Camera 1 - 4-26-2021, 6.01.00am - 7.mp4",2021-04-26 06:01:00,330.0,Spectrogram 1,1.0,2358.0,2361.0,150.0,12000.0,whcspa,White-crowned Sparrow,0.1496
SYNC/Cam07/2020-04-28/UniFiVideo.Export.20200428.203000-20200429.070000/20200428.221000.JRNVR1Cam7.mp4,2020-04-28 15:10:00,65.0,Spectrogram 1,1.0,495.0,498.0,150.0,12000.0,cliswa,Cliff Swallow,0.1669
scrubbed/Scrubbed_Files_02/lake1/20170921/proc_lake1_PST_D20170921T000202m187.wav,2017-09-21 00:02:02,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,cangoo,Canada Goose,0.3259
"SYNC/Cam09/2021-03-23/06 Camera 9 - 3-23-2021, 4.00.00am (3).mp4",2021-03-23 04:00:00,153.0,Spectrogram 1,1.0,699.0,702.0,150.0,12000.0,lesgol,Lesser Goldfinch,0.7535
"SYNC/Cam10/2021-03-25/11 Camera 10 - 3-25-2021, 6.00.00am (2).mp4",2021-03-25 06:00:00,100.0,Spectrogram 1,1.0,990.0,993.0,150.0,12000.0,spotow,Spotted Towhee,0.3473
scrubbed/Scrubbed_Files_03/marsh1/20180706/proc_marsh1_PST_D20180706T050118m787.wav,2018-07-06 05:01:18,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,comgal1,Common Gallinule,0.1368
"SYNC/Cam09/2021-03-06/06 Camera 9 - 3-6-2021, 4.00.00am (2).mp4",2021-03-06 04:00:00,111.0,Spectrogram 1,1.0,1083.0,1086.0,150.0,12000.0,spotow,Spotted Towhee,0.2805
"SYNC/Cam02/2021-03-02/10 Camera 2 - 3-2-2021, 6.23.00am (8).mp4",2021-03-02 06:23:00,23.0,Spectrogram 1,1.0,732.0,735.0,150.0,12000.0,rocwre,Rock Wren,0.2358
"SYNC/Cam02/2021-02-11/10 Camera 2 - 2-11-2021, 6.30.00am.mp4",2021-02-11 06:30:00,317.0,Spectrogram 1,1.0,1254.0,1257.0,150.0,12000.0,spotow,Spotted Towhee,0.3483
scrubbed/Scrubbed_Files_04/marsh1/20220218/proc_marsh1_PST_D20220218T172551m432.wav,2022-02-18 17:25:51,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,rewbla,Red-winged Blackbird,0.1127
scrubbed/Scrubbed_Files_01/lake2/20131104/proc_lake2_D20131104T072703m074.wav,2013-11-04 07:27:03,2.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,vilwea1,Village Weaver,0.1523
"SYNC/Cam07/2021-04-11/04 Camera 7 - 4-11-2021, 4.00.00am (2).mp4",2021-04-11 04:00:00,461.0,Spectrogram 1,1.0,1875.0,1878.0,150.0,12000.0,easmea,Eastern Meadowlark,0.1316
"SYNC/Cam07/2021-04-19/04 Camera 7 - 4-19-2021, 4.00.00am - 13.mp4",2021-04-19 04:00:00,204.0,Spectrogram 1,1.0,1353.0,1356.0,150.0,12000.0,kinrai4,King Rail,0.1963
SYNC/Cam02/2020-12-26/UniFiVideo.Export.20201226.172000-20201226.143000/20201226.165000.JRNVR1Cam2.mp4,2020-12-26 09:50:00,22.0,Spectrogram 1,1.0,552.0,555.0,150.0,12000.0,amerob,American Robin,0.1979
SYNC/Cam07/2020-05-02/UniFiVideo.Export.20200502.190001-20200503.070000/20200502.203001.JRNVR1Cam7.mp4,2020-05-02 13:30:01,11.0,Spectrogram 1,1.0,39.0,42.0,150.0,12000.0,orcori,Orchard Oriole,0.125
"SYNC/Cam07/2021-04-19/04 Camera 7 - 4-19-2021, 4.00.00am - 11.mp4",2021-04-19 04:00:00,413.0,Spectrogram 1,1.0,2982.0,2985.0,150.0,12000.0,seaspa,Seaside Sparrow,0.2607
"SYNC/Cam10/2021-04-04/11 Camera 10 - 4-4-2021, 5.57.00am.mp4",2021-04-04 05:57:00,862.0,Spectrogram 1,1.0,3534.0,3537.0,150.0,12000.0,spored,Spotted Redshank,0.2124
SYNC/Cam07/2020-05-14/UniFiVideo.Export.20200515.065001-20200514.225000/20200514.235000.JRNVR1Cam7.mp4,2020-05-14 16:50:00,8.0,Spectrogram 1,1.0,45.0,48.0,150.0,12000.0,fiscro,Fish Crow,0.1927
SYNC/Cam10/2020-10-30/UniFiVideo.Export.20201030.184001-20201030.140000/20201030.144001.JRNVR1Cam10.mp4,2020-10-30 07:40:01,8.0,Spectrogram 1,1.0,129.0,132.0,150.0,12000.0,rudtur,Ruddy Turnstone,0.6766
scrubbed/Scrubbed_Files_03/lake1/20180425/proc_lake1_PST_D20180425T055905m074.wav,2018-04-25 05:59:05,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,vigswa,Violet-green Swallow,0.8732
scrubbed/Scrubbed_Files_03/lake1/20200314/proc_lake1_PST_D20200314T200131m411.wav,2020-03-14 20:01:31,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,blkrai,Black Rail,0.1089
"SYNC/Cam07/2021-04-25/04 Camera 7 - 4-25-2021, 4.00.00am - 14.mp4",2021-04-25 04:00:00,26.0,Spectrogram 1,1.0,147.0,150.0,150.0,12000.0,comyel,Common Yellowthroat,0.1557
"SYNC/Cam02/2021-03-08/10 Camera 2 - 3-8-2021, 6.23.00am.mp4",2021-03-08 06:23:00,284.0,Spectrogram 1,1.0,1023.0,1026.0,150.0,12000.0,daejun,Dark-eyed Junco,0.1187
"SYNC/Cam09/2021-02-13/06 Camera 9 - 2-13-2021, 4.00.00am (12).mp4",2021-02-13 04:00:00,36.0,Spectrogram 1,1.0,2685.0,2688.0,150.0,12000.0,houfin,House Finch,0.698
SYNC/Cam10/2020-10-03/UniFiVideo.Export.20201003.194001-20201003.131000/20201003.193001.JRNVR1Cam10.mp4,2020-10-03 12:30:01,21.0,Spectrogram 1,1.0,456.0,459.0,150.0,12000.0,gocspa,Golden-crowned Sparrow,0.5801
SYNC/Cam10/2020-08-16/UniFiVideo.Export.20200816.131000-20200816.121000/20200816.120000.JRNVR1Cam10.mp4,2020-08-16 05:00:00,49.0,Spectrogram 1,1.0,435.0,438.0,150.0,12000.0,elfowl,Elf Owl,0.3507
"SYNC/Cam07/2021-03-09/04 Camera 7 - 3-9-2021, 4.00.00am (1).mp4",2021-03-09 04:00:00,79.0,Spectrogram 1,1.0,3036.0,3039.0,150.0,12000.0,yebfly,Yellow-bellied Flycatcher,0.1638
SYNC/Cam07/2020-05-10/UniFiVideo.Export.20200510.192000-20200510.071000/20200510.181001.JRNVR1Cam7.mp4,2020-05-10 11:10:01,92.0,Spectrogram 1,1.0,591.0,594.0,150.0,12000.0,pinwar,Pine Warbler,0.1095
"SYNC/Cam09/2021-02-24/06 Camera 9 - 2-24-2021, 4.00.00am (12).mp4",2021-02-24 04:00:00,52.0,Spectrogram 1,1.0,1386.0,1389.0,150.0,12000.0,pygnut,Pygmy Nuthatch,0.1506
classified/lake2/20220624/proc_lake2_PST_D20220624T232116m448-Laci.wav,2022-06-24 23:21:16,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,limpki,Limpkin,0.1938
"SYNC/Cam10/2021-03-23/11 Camera 10 - 3-23-2021, 5.57.00am (3).mp4",2021-03-23 05:57:00,304.0,Spectrogram 1,1.0,1767.0,1770.0,150.0,12000.0,bkcspa,Black-chinned Sparrow,0.1977
SYNC/Cam01/2020-05-07/UniFiVideo.Export.20200507.191001-20200507.132001/20200507.190001.JRNVR1Cam1.mp4,2020-05-07 12:00:01,38.0,Spectrogram 1,1.0,159.0,162.0,150.0,12000.0,houfin,House Finch,0.1014
"SYNC/Cam02/2021-03-01/10 Camera 2 - 3-1-2021, 6.23.00am (11).mp4",2021-03-01 06:23:00,61.0,Spectrogram 1,1.0,1527.0,1530.0,150.0,12000.0,nopowl,Northern Pygmy-Owl,0.2254
"SYNC/Cam10/2021-02-28/11 Camera 10 - 2-28-2021, 6.12.00am (11).mp4",2021-02-28 06:12:00,78.0,Spectrogram 1,1.0,858.0,861.0,150.0,12000.0,pitwhy,Pin-tailed Whydah,0.116
SYNC/Cam01/2020-11-04/UniFiVideo.Export.20201104.181001-20201104.141000/20201104.171001.JRNVR1Cam1.mp4,2020-11-04 10:10:01,78.0,Spectrogram 1,1.0,288.0,291.0,150.0,12000.0,gocspa,Golden-crowned Sparrow,0.5755
scrubbed/Scrubbed_Files_01/marsh2/20160216/proc_marsh2_PST_D20160216T003323m084.wav,2016-02-16 00:33:23,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,barpet,Band-rumped Storm-Petrel,0.1583
SYNC/Cam01/2020-11-27/UniFiVideo.Export.20201127.171000-20201127.142000/20201127.171000.JRNVR1Cam1.mp4,2020-11-27 10:10:00,36.0,Spectrogram 1,1.0,150.0,153.0,150.0,12000.0,gocspa,Golden-crowned Sparrow,0.3011
scrubbed/Scrubbed_Files_03/lake1/20200512/proc_lake1_PST_D20200512T174358m109.wav,2020-05-12 17:43:58,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,grnkin,Green Kingfisher,0.1362
classified/upperlake1/20190917/proc_upperlake1_PST_D20190917T045001m059.wav,2019-09-17 04:50:01,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.3645
SYNC/Cam01/2020-11-29/UniFiVideo.Export.20201129.165000-20201129.142000/20201129.144000.JRNVR1Cam1.mp4,2020-11-29 07:40:00,21.0,Spectrogram 1,1.0,384.0,387.0,150.0,12000.0,norwat,Northern Waterthrush,0.1886
scrubbed/Scrubbed_Files_03/upperlake1/20171211/proc_upperlake1_PST_D20171211T192853m322.wav,2017-12-11 19:28:53,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.5335
"SYNC/Cam07/2021-02-12/04 Camera 7 - 2-12-2021, 4.00.00am (7).mp4",2021-02-12 04:00:00,307.0,Spectrogram 1,1.0,3399.0,3402.0,150.0,12000.0,lazbun,Lazuli Bunting,0.1129
SYNC/Cam09/2021-01-13/UniFiVideo.Export.20210113.224001-20210113.144000/20210113.223001.JRNVR1Cam9.mp4,2021-01-13 15:30:01,18.0,Spectrogram 1,1.0,96.0,99.0,150.0,12000.0,harspa,Harris's Sparrow,0.216
scrubbed/Scrubbed_Files_03/lake2/20200526/proc_lake2_PST_D20200526T172844m752.wav,2020-05-26 17:28:44,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,gowwar,Golden-winged Warbler,0.1364
"SYNC/Cam01/2021-04-19/09 Camera 1 - 4-19-2021, 6.02.00am - 6.mp4",2021-04-19 06:02:00,7.0,Spectrogram 1,1.0,18.0,21.0,150.0,12000.0,bkcspa,Black-chinned Sparrow,0.5072
scrubbed/Scrubbed_Files_03/marsh1/20180725/proc_marsh1_PST_D20180725T010759m893.wav,2018-07-25 01:07:59,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,rook1,Rook,0.4648
scrubbed/Scrubbed_Files_03/ridge1/20200527/proc_ridge1_PST_D20200527T045245m720.wav,2020-05-27 04:52:45,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,lobthr,Long-billed Thrasher,0.6073
"SYNC/Cam01/2021-04-15/09 Camera 1 - 4-15-2021, 6.01.00am (12).mp4",2021-04-15 06:01:00,95.0,Spectrogram 1,1.0,2670.0,2673.0,150.0,12000.0,bkcspa,Black-chinned Sparrow,0.4365
"SYNC/Cam02/2021-04-09/10 Camera 2 - 4-9-2021, 6.10.00am (11).mp4",2021-04-09 06:10:00,33.0,Spectrogram 1,1.0,1200.0,1203.0,150.0,12000.0,wrenti,Wrentit,0.8545
scrubbed/Scrubbed_Files_02/lake2/20170917/proc_lake2_PST_D20170917T050924m664.wav,2017-09-17 05:09:24,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,cangoo,Canada Goose,0.4484
SYNC/Cam10/2020-11-12/UniFiVideo.Export.20201112.174000-20201112.141001/20201112.172000.JRNVR1Cam10.mp4,2020-11-12 10:20:00,11.0,Spectrogram 1,1.0,339.0,342.0,150.0,12000.0,norfli,Northern Flicker,0.7341
SYNC/Cam04/2020-05-02/UniFiVideo.Export.20200503.024000-20200502.132000/20200503.021000.JRNVR1Cam4.mp4,2020-05-03 14:00:00,3.0,Spectrogram 1,1.0,345.0,348.0,150.0,12000.0,moudov,Mourning Dove,0.7768
scrubbed/Scrubbed_Files_03/marsh1/20180603/proc_marsh1_PST_D20180603T001212m022.wav,2018-06-03 00:12:12,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,wesowl1,Western Screech-Owl,0.2134
scrubbed/Scrubbed_Files_01/marsh2/20140827/proc_marsh2_PST_D20140827T204534m786.wav,2014-08-27 20:45:34,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.3256
SYNC/Cam07/2020-05-03/UniFiVideo.Export.20200503.190001-20200503.071000/20200503.120000.JRNVR1Cam7.mp4,2020-05-03 05:00:00,21.0,Spectrogram 1,1.0,108.0,111.0,150.0,12000.0,comyel,Common Yellowthroat,0.32
scrubbed/Scrubbed_Files_01/marsh1/20161123/proc_marsh1_PST_D20161123T204651m599.wav,2016-11-23 20:46:51,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,corcra,Corn Crake,0.2917
"SYNC/Cam09/2021-04-07/06 Camera 9 - 4-7-2021, 4.00.00am (3).mp4",2021-04-07 04:00:00,37.0,Spectrogram 1,1.0,141.0,144.0,150.0,12000.0,caltow,California Towhee,0.3301
scrubbed/Scrubbed_Files_01/marsh1/20160707/proc_marsh1_PST_D20160707T042300m980.wav,2016-07-07 04:23:00,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,barswa,Barn Swallow,0.9411
SYNC/Cam01/2020-07-05/UniFiVideo.Export.20200706.042000-20200706.011001/20200706.020001.JRNVR1Cam1.mp4,2020-07-06 13:00:01,74.0,Spectrogram 1,1.0,582.0,585.0,150.0,12000.0,caltow,California Towhee,0.2071
SYNC/Cam10/2020-04-25/UniFiVideo.Export.20200426.024000-20200425.193001/20200425.201001.JRNVR1Cam10.mp4,2020-04-25 13:10:01,94.0,Spectrogram 1,1.0,576.0,579.0,150.0,12000.0,astfly,Ash-throated Flycatcher,0.5049
scrubbed/Scrubbed_Files_01/lake2/20150221/proc_lake2_PST_D20150221T072449m465.wav,2015-02-21 07:24:49,4.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,eurcoo,Eurasian Coot,0.1526
scrubbed/Scrubbed_Files_01/lake1/20150930/proc_lake1_PST_D20150930T065745m045.wav,2015-09-30 06:57:45,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,dusfly,Dusky Flycatcher,0.1105
"SYNC/Cam02/2021-03-01/10 Camera 2 - 3-1-2021, 6.23.00am (4).mp4",2021-03-01 06:23:00,110.0,Spectrogram 1,1.0,2853.0,2856.0,150.0,12000.0,wrenti,Wrentit,0.9686
"SYNC/Cam10/2021-03-23/11 Camera 10 - 3-23-2021, 5.57.00am (3).mp4",2021-03-23 05:57:00,115.0,Spectrogram 1,1.0,993.0,996.0,150.0,12000.0,nstspa,Nelson's Sparrow,0.4655
scrubbed/Scrubbed_Files_01/marsh2/20160216/proc_marsh2_PST_D20160216T062557m079.wav,2016-02-16 06:25:57,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,amerob,American Robin,0.4004
SYNC/Cam07/2020-04-29/UniFiVideo.Export.20200429.184000-20200430.070001/20200429.184000.JRNVR1Cam7.mp4,2020-04-29 11:40:00,26.0,Spectrogram 1,1.0,198.0,201.0,150.0,12000.0,kinrai4,King Rail,0.2694
SYNC/Cam09/2020-05-01/UniFiVideo.Export.20200501.190000-20200502.070000/20200501.205001.JRNVR1Cam9.mp4,2020-05-01 13:50:01,6.0,Spectrogram 1,1.0,96.0,99.0,150.0,12000.0,spotow,Spotted Towhee,0.1497
scrubbed/Scrubbed_Files_03/marsh1/20200921/proc_marsh1_PST_D20200921T065744m593.wav,2020-09-21 06:57:44,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,spofly1,Spotted Flycatcher,0.2306
SYNC/Cam01/2020-07-12/UniFiVideo.Export.20200712.131001-20200712.121001/20200712.120007.JRNVR1Cam1.mp4,2020-07-12 05:00:07,2.0,Spectrogram 1,1.0,243.0,246.0,150.0,12000.0,shtgro,Sharp-tailed Grouse,0.1079
SYNC/Cam07/2020-05-12/UniFiVideo.Export.20200512.203000-20200512.071001/20200512.170000.JRNVR1Cam7.mp4,2020-05-12 10:00:00,5.0,Spectrogram 1,1.0,30.0,33.0,150.0,12000.0,rewbla,Red-winged Blackbird,0.1028
"SYNC/Cam09/2021-04-25/06 Camera 9 - 4-25-2021, 4.00.00am - 16.mp4",2021-04-25 04:00:00,67.0,Spectrogram 1,1.0,411.0,414.0,150.0,12000.0,caltow,California Towhee,0.3284
"SYNC/Cam01/2021-04-02/09 Camera 1 - 4-2-2021, 6.02.00am (5).mp4",2021-04-02 06:02:00,95.0,Spectrogram 1,1.0,906.0,909.0,150.0,12000.0,blkpho,Black Phoebe,0.9538
"SYNC/Cam07/2021-02-16/04 Camera 7 - 2-16-2021, 4.00.00am (12).mp4",2021-02-16 04:00:00,167.0,Spectrogram 1,1.0,894.0,897.0,150.0,12000.0,spotow,Spotted Towhee,0.155
SYNC/Cam09/2020-11-15/UniFiVideo.Export.20201115.224000-20201115.144001/20201115.223000.JRNVR1Cam9.mp4,2020-11-15 15:30:00,15.0,Spectrogram 1,1.0,228.0,231.0,150.0,12000.0,hutvir,Hutton's Vireo,0.1113
classified/lake2/20170522/proc_lake2_PST_D20170522T033733m216-Laci.wav,2017-05-22 03:37:33,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,vigswa,Violet-green Swallow,0.4166
"SYNC/Cam02/2021-02-14/10 Camera 2 - 2-14-2021, 6.30.00am (1).mp4",2021-02-14 06:30:00,214.0,Spectrogram 1,1.0,1605.0,1608.0,150.0,12000.0,wilfly,Willow Flycatcher,0.2491
"SYNC/Cam07/2021-03-02/04 Camera 7 - 3-2-2021, 4.00.00am (5).mp4",2021-03-02 04:00:00,57.0,Spectrogram 1,1.0,135.0,138.0,150.0,12000.0,easmea,Eastern Meadowlark,0.666
"SYNC/Cam10/2021-02-21/11 Camera 10 - 2-21-2021, 6.15.00am (10).mp4",2021-02-21 06:15:00,55.0,Spectrogram 1,1.0,1086.0,1089.0,150.0,12000.0,gilfli,Gilded Flicker,0.5331
SYNC/Cam10/2020-05-08/UniFiVideo.Export.20200509.024001-20200508.132001/20200508.180000.JRNVR1Cam10.mp4,2020-05-08 11:00:00,27.0,Spectrogram 1,1.0,99.0,102.0,150.0,12000.0,spotow,Spotted Towhee,0.325
SYNC/Cam07/2020-06-15/UniFiVideo.Export.20200615.201001-20200615.071001/20200615.200001.JRNVR1Cam7.mp4,2020-06-15 13:00:01,93.0,Spectrogram 1,1.0,570.0,573.0,150.0,12000.0,bkhgro,Black-headed Grosbeak,0.1086
"SYNC/Cam01/2021-04-05/09 Camera 1 - 4-5-2021, 6.02.00am (3).mp4",2021-04-05 06:02:00,213.0,Spectrogram 1,1.0,1305.0,1308.0,150.0,12000.0,bkcspa,Black-chinned Sparrow,0.6337
SYNC/Cam07/2020-06-12/UniFiVideo.Export.20200612.200001-20200612.102000/20200612.200001.JRNVR1Cam7.mp4,2020-06-12 13:00:01,180.0,Spectrogram 1,1.0,438.0,441.0,150.0,12000.0,blkpho,Black Phoebe,0.2378
SYNC/Cam02/2020-12-01/UniFiVideo.Export.20201201.171001-20201201.143000/20201201.162001.JRNVR1Cam2.mp4,2020-12-01 09:20:01,2.0,Spectrogram 1,1.0,48.0,51.0,150.0,12000.0,easowl1,Eastern Screech-Owl,0.2195
