id,File,Datetime,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Species Code,Common Name,Confidence
4276,classified/lake1/20140510/proc_lake1_PST_D20140510T232710m203-Myca.wav,2014-05-10 23:27:10,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.2829
7141,classified/marsh1/20140718/proc_marsh1_PST_D20140718T043451m651.wav,2014-07-18 04:34:51,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,barswa,Barn Swallow,0.97
11385,classified/marsh1/20150506/proc_marsh1_PST_D20150506T042544m079.wav,2015-05-06 04:25:44,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,comyel,Common Yellowthroat,0.4137
14977,classified/marsh1/20160326/proc_marsh1_PST_D20160326T061002m310.wav,2016-03-26 06:10:02,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,rewbla,Red-winged Blackbird,0.1786
16827,classified/marsh2/20160520/proc_marsh2_PST_D20160520T190918m960.wav,2016-05-20 19:09:18,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,caltow,California Towhee,0.7959
17130,classified/marsh2/20160527/proc_marsh2_PST_D20160527T030822m244-Tabr.wav,2016-05-27 03:08:22,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,barswa,Barn Swallow,0.237
19127,classified/marsh1/20160802/proc_marsh1_PST_D20160802T043941m993-Lano.wav,2016-08-02 04:39:41,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,barswa,Barn Swallow,0.9918
19808,classified/marsh1/20160815/proc_marsh1_PST_D20160815T221546m913-Tabr.wav,2016-08-15 22:15:46,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.2652
23362,classified/upperlake1/20170708/proc_upperlake1_PST_D20170708T195054m331.wav,2017-07-08 19:50:54,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,barswa,Barn Swallow,0.6005
26099,classified/lake1/20171026/proc_lake1_PST_D20171026T183556m199-Laci.wav,2017-10-26 18:35:56,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.1618
28901,classified/marsh1/20180828/proc_marsh1_PST_D20180828T195417m940.wav,2018-08-28 19:54:17,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.1035
32181,classified/marsh1/20190820/proc_marsh1_PST_D20190820T213135m514-Myca.wav,2019-08-20 21:31:35,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.1725
32808,classified/upperlake1/20190826/proc_upperlake1_PST_D20190826T191826m300.wav,2019-08-26 19:18:26,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.1828
33058,classified/upperlake1/20190905/proc_upperlake1_PST_D20190905T201504m906-Myyu.wav,2019-09-05 20:15:04,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.1473
33508,classified/upperlake1/20190917/proc_upperlake1_PST_D20190917T190635m075-Myyu.wav,2019-09-17 19:06:35,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.229
33643,classified/lake2/20190920/proc_lake2_PST_D20190920T220942m415.wav,2019-09-20 22:09:42,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.1992
35781,classified/upperlake1/20200310/proc_upperlake1_PST_D20200310T184734m743-Myca.wav,2020-03-10 18:47:34,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.5086
36344,classified/lake1/20200414/proc_lake1_PST_D20200414T065529m175.wav,2020-04-14 06:55:29,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,sonspa,Song Sparrow,0.4293
36770,classified/upperlake1/20200422/proc_upperlake1_PST_D20200422T192352m833-Laci.wav,2020-04-22 19:23:52,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,pinsis,Pine Siskin,0.4321
39995,classified/marsh1/20200613/proc_marsh1_PST_D20200613T195618m096-Myca.wav,2020-06-13 19:56:18,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,sora,Sora,0.3449
41126,classified/ridge1/20200803/proc_ridge1_PST_D20200803T003911m969-Tabr.wav,2020-08-03 00:39:11,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,norgos,Northern Goshawk,0.1394
41343,classified/marsh1/20200808/proc_marsh1_PST_D20200808T215017m055.wav,2020-08-08 21:50:17,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.2262
42053,classified/upperlake1/20200823/proc_upperlake1_PST_D20200823T191408m659.wav,2020-08-23 19:14:08,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,gadwal,Gadwall,0.4228
43930,classified/upperlake1/20201021/proc_upperlake1_PST_D20201021T220746m612-Tabr.wav,2020-10-21 22:07:46,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.2845
51962,classified/barn1/20220429/proc_barn1_D20220429T041936m053-Coto.wav,2022-04-29 04:19:36,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,annhum,Anna's Hummingbird,0.1965
54881,classified/barn1/20220517/proc_barn1_D20220517T033851m098-Coto.wav,2022-05-17 03:38:51,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,vigswa,Violet-green Swallow,0.8743
56849,classified/upperlake1/20220731/proc_upperlake1_PST_D20220731T011000m265.wav,2022-07-31 01:10:00,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,grbher3,Great Blue Heron,0.2875
57850,classified/upperlake1/20220907/proc_upperlake1_PST_D20220907T234335m837-Laci.wav,2022-09-07 23:43:35,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,gadwal,Gadwall,0.5954
57856,classified/upperlake1/20220909/proc_upperlake1_PST_D20220909T000211m443.wav,2022-09-09 00:02:11,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.4913
64550,scrubbed/Scrubbed_Files_03/marsh1/20000322/proc_marsh1_PST_D20000322T191052m554.wav,2000-03-22 19:10:52,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,pibgre,Pied-billed Grebe,0.2032
68605,scrubbed/Scrubbed_Files_03/marsh1/20000501/proc_marsh1_PST_D20000501T004004m376.wav,2000-05-01 00:40:04,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,spotow,Spotted Towhee,0.8174
69378,scrubbed/Scrubbed_Files_01/lake1/20130524/proc_lake1_D20130524T201731m153.wav,2013-05-24 20:17:31,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,caltow,California Towhee,0.3429
73444,scrubbed/Scrubbed_Files_01/lake1/20130628/proc_lake1_D20130628T054505m864.wav,2013-06-28 05:45:05,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,barswa,Barn Swallow,0.1873
73523,scrubbed/Scrubbed_Files_01/marsh2/20130628/proc_marsh2_D20130628T201216m910.wav,2013-06-28 20:12:16,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,vigswa,Violet-green Swallow,0.3475
74653,scrubbed/Scrubbed_Files_01/lake2/20130702/proc_lake2_D20130702T055405m882.wav,2013-07-02 05:54:05,7.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,yelwar,Yellow Warbler,0.2775
75250,scrubbed/Scrubbed_Files_01/marsh1/20130704/proc_marsh1_D20130704T014239m283.wav,2013-07-04 01:42:39,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,grbher3,Great Blue Heron,0.2043
75884,scrubbed/Scrubbed_Files_01/lake1/20130705/proc_lake1_D20130705T014259m046.wav,2013-07-05 01:42:59,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,grhowl,Great Horned Owl,0.3407
76013,scrubbed/Scrubbed_Files_01/lake1/20130705/proc_lake1_D20130705T054833m408.wav,2013-07-05 05:48:33,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,blkpho,Black Phoebe,0.8644
76417,scrubbed/Scrubbed_Files_01/marsh1/20130707/proc_marsh1_D20130707T055906m973.wav,2013-07-07 05:59:06,4.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,y00475,American Coot,0.1358
76596,scrubbed/Scrubbed_Files_01/lake1/20130707/proc_lake1_D20130707T205605m349.wav,2013-07-07 20:56:05,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,caltow,California Towhee,0.8115
77814,scrubbed/Scrubbed_Files_01/marsh2/20130712/proc_marsh2_D20130712T050410m046.wav,2013-07-12 05:04:10,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,barswa,Barn Swallow,0.931
79270,scrubbed/Scrubbed_Files_01/marsh1/20130717/proc_marsh1_D20130717T202608m614.wav,2013-07-17 20:26:08,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,bcnher,Black-crowned Night-Heron,0.9249
84007,scrubbed/Scrubbed_Files_01/marsh1/20130810/proc_marsh1_D20130810T231650m389.wav,2013-08-10 23:16:50,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.1363
86930,scrubbed/Scrubbed_Files_01/lake2/20130818/proc_lake2_D20130818T201700m057.wav,2013-08-18 20:17:00,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,wesowl1,Western Screech-Owl,0.1914
92810,scrubbed/Scrubbed_Files_01/lake1/20130828/proc_lake1_D20130828T201529m768.wav,2013-08-28 20:15:29,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,cangoo,Canada Goose,0.1819
93440,scrubbed/Scrubbed_Files_01/marsh2/20130830/proc_marsh2_D20130830T071754m622.wav,2013-08-30 07:17:54,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,acowoo,Acorn Woodpecker,0.9762
97268,scrubbed/Scrubbed_Files_01/marsh1/20130908/proc_marsh1_D20130908T020911m628.wav,2013-09-08 02:09:11,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.2986
100092,scrubbed/Scrubbed_Files_01/lake2/20130912/proc_lake2_D20130912T041423m880.wav,2013-09-12 04:14:23,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.1416
106990,scrubbed/Scrubbed_Files_01/lake2/20130928/proc_lake2_D20130928T061507m241.wav,2013-09-28 06:15:07,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.1741
107832,scrubbed/Scrubbed_Files_01/lake1/20130929/proc_lake1_D20130929T180508m443.wav,2013-09-29 18:05:08,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,chbchi,Chestnut-backed Chickadee,0.4594
110416,scrubbed/Scrubbed_Files_01/marsh2/20131006/proc_marsh2_D20131006T200919m544.wav,2013-10-06 20:09:19,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.7621
111896,scrubbed/Scrubbed_Files_01/lake1/20131013/proc_lake1_D20131013T200154m993.wav,2013-10-13 20:01:54,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.375
111928,scrubbed/Scrubbed_Files_01/lake1/20131013/proc_lake1_D20131013T213151m925.wav,2013-10-13 21:31:51,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.2132
114681,scrubbed/Scrubbed_Files_01/marsh1/20131027/proc_marsh1_D20131027T070838m906.wav,2013-10-27 07:08:38,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,whtspa,White-throated Sparrow,0.1795
120007,scrubbed/Scrubbed_Files_01/lake2/20131123/proc_lake2_PST_D20131123T195420m159.wav,2013-11-23 19:54:20,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,cangoo,Canada Goose,0.1784
120241,scrubbed/Scrubbed_Files_01/marsh1/20131127/proc_marsh1_PST_D20131127T073532m220.wav,2013-11-27 07:35:32,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,sonspa,Song Sparrow,0.5336
124551,scrubbed/Scrubbed_Files_01/lake1/20131214/proc_lake1_PST_D20131214T022510m939.wav,2013-12-14 02:25:10,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.7581
127751,scrubbed/Scrubbed_Files_01/lake1/20131225/proc_lake1_PST_D20131225T000628m139.wav,2013-12-25 00:06:28,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.3316
128124,scrubbed/Scrubbed_Files_01/lake1/20131225/proc_lake1_PST_D20131225T233640m125.wav,2013-12-25 23:36:40,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,gadwal,Gadwall,0.2088
130029,scrubbed/Scrubbed_Files_01/lake2/20140105/proc_lake2_PST_D20140105T011656m984.wav,2014-01-05 01:16:56,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.1472
130842,scrubbed/Scrubbed_Files_01/lake2/20140109/proc_lake2_PST_D20140109T064234m314.wav,2014-01-09 06:42:34,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,amewig,American Wigeon,0.1609
132965,scrubbed/Scrubbed_Files_01/lake1/20140125/proc_lake1_PST_D20140125T061121m123.wav,2014-01-25 06:11:21,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.2727
133873,scrubbed/Scrubbed_Files_01/lake2/20140129/proc_lake2_PST_D20140129T171010m859.wav,2014-01-29 17:10:10,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,cangoo,Canada Goose,0.6876
134955,scrubbed/Scrubbed_Files_01/lake1/20140206/proc_lake1_PST_D20140206T171941m620.wav,2014-02-06 17:19:41,2.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,y00475,American Coot,0.1166
135826,scrubbed/Scrubbed_Files_01/lake2/20140213/proc_lake2_PST_D20140213T172246m144.wav,2014-02-13 17:22:46,4.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,lobdow,Long-billed Dowitcher,0.1205
140712,scrubbed/Scrubbed_Files_01/lake1/20140322/proc_lake1_PST_D20140322T011144m373.wav,2014-03-22 01:11:44,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.3136
142685,scrubbed/Scrubbed_Files_01/lake1/20140412/proc_lake1_PST_D20140412T042615m833.wav,2014-04-12 04:26:15,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,comyel,Common Yellowthroat,0.3015
142702,scrubbed/Scrubbed_Files_01/lake1/20140412/proc_lake1_PST_D20140412T043422m917.wav,2014-04-12 04:34:22,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,comyel,Common Yellowthroat,0.6275
145139,scrubbed/Scrubbed_Files_01/lake1/20140423/proc_lake1_PST_D20140423T180257m400.wav,2014-04-23 18:02:57,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,annhum,Anna's Hummingbird,0.1582
147419,scrubbed/Scrubbed_Files_01/lake1/20140506/proc_lake1_PST_D20140506T190258m086.wav,2014-05-06 19:02:58,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,caltow,California Towhee,0.6154
147586,scrubbed/Scrubbed_Files_01/lake1/20140508/proc_lake1_PST_D20140508T053233m933.wav,2014-05-08 05:32:33,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,pibgre,Pied-billed Grebe,0.175
148768,scrubbed/Scrubbed_Files_01/lake2/20140513/proc_lake2_PST_D20140513T044445m316.wav,2014-05-13 04:44:45,4.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,blkpho,Black Phoebe,0.2796
153036,scrubbed/Scrubbed_Files_01/lake1/20140526/proc_lake1_PST_D20140526T043258m543.wav,2014-05-26 04:32:58,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,indbun,Indigo Bunting,0.1213
154064,scrubbed/Scrubbed_Files_01/marsh2/20140529/proc_marsh2_PST_D20140529T044628m380.wav,2014-05-29 04:46:28,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,caltow,California Towhee,0.6323
156664,scrubbed/Scrubbed_Files_01/marsh2/20140606/proc_marsh2_PST_D20140606T191907m195.wav,2014-06-06 19:19:07,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,vigswa,Violet-green Swallow,0.513
162846,scrubbed/Scrubbed_Files_01/marsh2/20140623/proc_marsh2_PST_D20140623T184734m445.wav,2014-06-23 18:47:34,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,spotow,Spotted Towhee,0.4337
165541,scrubbed/Scrubbed_Files_01/marsh2/20140702/proc_marsh2_PST_D20140702T043830m704.wav,2014-07-02 04:38:30,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,spotow,Spotted Towhee,0.4432
167358,scrubbed/Scrubbed_Files_01/marsh2/20140705/proc_marsh2_PST_D20140705T042805m849.wav,2014-07-05 04:28:05,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,caltow,California Towhee,0.2868
171317,scrubbed/Scrubbed_Files_01/lake1/20140715/proc_lake1_PST_D20140715T015503m497.wav,2014-07-15 01:55:03,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.3824
172780,scrubbed/Scrubbed_Files_01/marsh2/20140718/proc_marsh2_PST_D20140718T041515m204.wav,2014-07-18 04:15:15,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,barswa,Barn Swallow,0.8485
172939,scrubbed/Scrubbed_Files_01/lake2/20140718/proc_lake2_PST_D20140718T182528m169.wav,2014-07-18 18:25:28,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,chbchi,Chestnut-backed Chickadee,0.714
173213,scrubbed/Scrubbed_Files_01/lake2/20140719/proc_lake2_PST_D20140719T192533m692.wav,2014-07-19 19:25:33,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,caltow,California Towhee,0.5961
174642,scrubbed/Scrubbed_Files_01/lake2/20140726/proc_lake2_PST_D20140726T052101m871.wav,2014-07-26 05:21:01,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,comyel,Common Yellowthroat,0.8151
178669,scrubbed/Scrubbed_Files_01/marsh2/20140811/proc_marsh2_PST_D20140811T230730m007.wav,2014-08-11 23:07:30,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.5964
179518,scrubbed/Scrubbed_Files_01/marsh2/20140814/proc_marsh2_PST_D20140814T211051m223.wav,2014-08-14 21:10:51,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.5571
185061,scrubbed/Scrubbed_Files_01/marsh2/20140831/proc_marsh2_PST_D20140831T215713m993.wav,2014-08-31 21:57:13,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.2014
186177,scrubbed/Scrubbed_Files_01/marsh2/20140906/proc_marsh2_PST_D20140906T210652m081.wav,2014-09-06 21:06:52,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.1508
186279,scrubbed/Scrubbed_Files_01/lake1/20140907/proc_lake1_PST_D20140907T053920m791.wav,2014-09-07 05:39:20,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,blkpho,Black Phoebe,0.9486
189856,scrubbed/Scrubbed_Files_01/lake2/20140925/proc_lake2_PST_D20140925T172605m796.wav,2014-09-25 17:26:05,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,belkin1,Belted Kingfisher,0.5979
190751,scrubbed/Scrubbed_Files_01/lake2/20140927/proc_lake2_PST_D20140927T055424m236.wav,2014-09-27 05:54:24,2.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,blkpho,Black Phoebe,0.1162
192690,scrubbed/Scrubbed_Files_01/marsh2/20141006/proc_marsh2_PST_D20141006T055948m132.wav,2014-10-06 05:59:48,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,annhum,Anna's Hummingbird,0.1605
193368,scrubbed/Scrubbed_Files_01/lake2/20141008/proc_lake2_PST_D20141008T062922m815.wav,2014-10-08 06:29:22,2.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,pygnut,Pygmy Nuthatch,0.2683
196068,scrubbed/Scrubbed_Files_01/lake2/20141021/proc_lake2_PST_D20141021T192717m776.wav,2014-10-21 19:27:17,2.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,cangoo,Canada Goose,0.1194
199419,scrubbed/Scrubbed_Files_01/marsh2/20141115/proc_marsh2_PST_D20141115T071202m083.wav,2014-11-15 07:12:02,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,acowoo,Acorn Woodpecker,0.8369
201284,scrubbed/Scrubbed_Files_01/lake2/20141130/proc_lake2_PST_D20141130T070102m198.wav,2014-11-30 07:01:02,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,gadwal,Gadwall,0.4837
201951,scrubbed/Scrubbed_Files_01/marsh2/20141212/proc_marsh2_PST_D20141212T024233m412.wav,2014-12-12 02:42:33,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.1168
202047,scrubbed/Scrubbed_Files_01/marsh2/20141213/proc_marsh2_PST_D20141213T040852m985.wav,2014-12-13 04:08:52,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,mallar3,Mallard,0.1681
202995,scrubbed/Scrubbed_Files_01/marsh2/20141229/proc_marsh2_PST_D20141229T063445m033.wav,2014-12-29 06:34:45,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,redwin,Redwing,0.1042
203169,scrubbed/Scrubbed_Files_01/marsh2/20141230/proc_marsh2_PST_D20141230T165402m446.wav,2014-12-30 16:54:02,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,acowoo,Acorn Woodpecker,0.9941
207648,scrubbed/Scrubbed_Files_01/lake1/20150203/proc_lake1_PST_D20150203T070928m358.wav,2015-02-03 07:09:28,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,rewbla,Red-winged Blackbird,0.1168
210842,scrubbed/Scrubbed_Files_01/marsh1/20150305/proc_marsh1_PST_D20150305T064559m922.wav,2015-03-05 06:45:59,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,rewbla,Red-winged Blackbird,0.1697
211337,scrubbed/Scrubbed_Files_01/lake2/20150307/proc_lake2_PST_D20150307T173730m387.wav,2015-03-07 17:37:30,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,comrav,Common Raven,0.133
211940,scrubbed/Scrubbed_Files_01/lake2/20150314/proc_lake2_PST_D20150314T171852m633.wav,2015-03-14 17:18:52,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,blkpho,Black Phoebe,0.3875
213488,scrubbed/Scrubbed_Files_01/marsh1/20150321/proc_marsh1_PST_D20150321T195412m223.wav,2015-03-21 19:54:12,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,virrai,Virginia Rail,0.1189
221275,scrubbed/Scrubbed_Files_01/lake2/20150504/proc_lake2_PST_D20150504T051403m756.wav,2015-05-04 05:14:03,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,caltow,California Towhee,0.1976
227258,scrubbed/Scrubbed_Files_01/lake2/20150619/proc_lake2_PST_D20150619T042257m015.wav,2015-06-19 04:22:57,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,gadwal,Gadwall,0.1028
227401,scrubbed/Scrubbed_Files_01/marsh1/20150620/proc_marsh1_PST_D20150620T023758m556.wav,2015-06-20 02:37:58,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,barswa,Barn Swallow,0.511
231182,scrubbed/Scrubbed_Files_01/lake1/20150724/proc_lake1_PST_D20150724T195450m290.wav,2015-07-24 19:54:50,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.185
233232,scrubbed/Scrubbed_Files_01/lake2/20150822/proc_lake2_PST_D20150822T021616m366.wav,2015-08-22 02:16:16,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.1584
235247,scrubbed/Scrubbed_Files_01/lake2/20150904/proc_lake2_PST_D20150904T193923m056.wav,2015-09-04 19:39:23,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.3403
238527,scrubbed/Scrubbed_Files_01/lake1/20150914/proc_lake1_PST_D20150914T052809m337.wav,2015-09-14 05:28:09,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,caltow,California Towhee,0.401
242604,scrubbed/Scrubbed_Files_01/lake2/20151006/proc_lake2_PST_D20151006T054149m184.wav,2015-10-06 05:41:49,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,whtswi,White-throated Swift,0.1106
246518,scrubbed/Scrubbed_Files_01/lake2/20151107/proc_lake2_PST_D20151107T163827m049.wav,2015-11-07 16:38:27,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,blkpho,Black Phoebe,0.1451
247584,scrubbed/Scrubbed_Files_01/lake2/20151125/proc_lake2_PST_D20151125T174116m632.wav,2015-11-25 17:41:16,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,pilwoo,Pileated Woodpecker,0.1417
249293,scrubbed/Scrubbed_Files_01/marsh2/20160128/proc_marsh2_PST_D20160128T025629m323.wav,2016-01-28 02:56:29,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,brnowl,Barn Owl,0.2815
253524,scrubbed/Scrubbed_Files_01/marsh1/20160318/proc_marsh1_PST_D20160318T071646m999.wav,2016-03-18 07:16:46,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,sonspa,Song Sparrow,0.175
255402,scrubbed/Scrubbed_Files_01/lake1/20160328/proc_lake1_PST_D20160328T065744m123.wav,2016-03-28 06:57:44,4.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,comyel,Common Yellowthroat,0.1723
256653,scrubbed/Scrubbed_Files_01/lake2/20160409/proc_lake2_PST_D20160409T052423m299.wav,2016-04-09 05:24:23,1.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,mallar3,Mallard,0.3039
256698,scrubbed/Scrubbed_Files_01/marsh1/20160411/proc_marsh1_PST_D20160411T041713m665.wav,2016-04-11 04:17:13,2.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,barswa,Barn Swallow,0.7627
257931,scrubbed/Scrubbed_Files_01/marsh1/20160418/proc_marsh1_PST_D20160418T190734m439.wav,2016-04-18 19:07:34,1.0,Spectrogram 1,1.0,0.0,3.0,150.0,12000.0,caltow,California Towhee,0.1071
261933,scrubbed/Scrubbed_Files_01/marsh1/20160518/proc_marsh1_PST_D20160518T044812m800.wav,2016-05-18 04:48:12,3.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,rewbla,Red-winged Blackbird,0.1558
262704,scrubbed/Scrubbed_Files_01/lake1/20160521/proc_lake1_PST_D20160521T045933m052.wav,2016-05-21 04:59:33,4.0,Spectrogram 1,1.0,3.0,6.0,150.0,12000.0,comyel,Common Yellowthroat,0.1405
